0001 
005120 
1.00000000E+00 
000000  1.95312500E-04  -2.78135088E-02 -5.02200120E-01 -7.26654868E-01   2.23057974E-01 -4.40028223E-01 -3.99171961E-01 
000001  1.95312500E-04   4.80043343E-01  3.90128852E-01 -1.60097418E+00  -1.29939829E-01 -6.73079233E-01 -4.48475361E-02 
000002  1.95312500E-04  -6.70151636E-01  4.80464501E-01  1.16114663E+00  -2.53370605E-02 -9.46608456E-02 -3.28426253E-01 
000003  1.95312500E-04   2.79075801E-01 -2.99266739E-01 -5.05443689E-01   1.73599711E-01 -3.99988256E-01 -5.68910551E-01 
000004  1.95312500E-04   1.70800328E-01 -4.37213979E-01  2.04664663E-01   6.13487991E-01  1.78964128E-01  1.24253630E-01 
000005  1.95312500E-04   3.63987697E-01 -3.89997663E-02  8.99779511E-01   5.26391072E-01 -1.31002184E-01 -9.50683310E-02 
000006  1.95312500E-04   1.14676174E+00  5.22852024E-01  4.74757937E-01   1.23416050E-01 -2.01930036E-01  3.58250702E-01 
000007  1.95312500E-04  -4.32450677E-01  3.87090618E-01 -2.04049188E-01   1.01683353E-01 -2.11208313E-02 -4.97405434E-01 
000008  1.95312500E-04  -5.58985407E-01  1.08827684E-01  7.24018633E-01  -8.90683631E-01 -5.50095219E-01  1.27968758E-01 
000009  1.95312500E-04   1.57984025E-02 -5.40018254E-01  5.85091742E-01  -3.45817670E-01  4.95947362E-02  3.60168566E-02 
000010  1.95312500E-04  -3.79896123E-01  3.97102238E-01  9.22480677E-01  -1.01913191E-01 -5.23354711E-01 -1.44704376E-01 
000011  1.95312500E-04   1.65841673E+00 -1.66127683E+00 -1.83363440E+00   5.35513340E-01  5.78523947E-02  2.64236700E-02 
000012  1.95312500E-04  -1.95562309E+00 -4.80116289E-02  3.43795656E-01   2.11551245E-01 -3.17540149E-01  2.19708317E-01 
000013  1.95312500E-04   7.43547080E-01  9.90720279E-01 -1.20778656E+00   3.85920654E-01  3.25270777E-01 -8.66235578E-02 
000014  1.95312500E-04   4.05215639E-01 -7.44993116E-01 -6.14519027E-01   3.30050250E-01  2.02894024E-01 -3.76837005E-01 
000015  1.95312500E-04  -1.67389379E-01 -1.98743974E-01  3.96930915E-01  -4.68731037E-01 -1.44624224E-02 -2.51507293E-01 
000016  1.95312500E-04   6.35547050E-02  2.44614019E-01 -1.17512590E+00  -4.30749967E-01 -7.14956746E-02 -1.44435873E-01 
